	cat	date	movie_title	not_useful	score	text	title	useful
312	good	2017-01-08 20:17:00	Викинг	37	10	7 лет съёмки, более одного миллиарда бюджет (что по меркам западного кино просто смешные деньги) сделали своё дело. Фильм держал в напряжении от первого и до последнего кадра. Настоятельно рекомендую смотреть в версии 18+, версия 12+ обрезана просто варварским способом. Из плюсов картины выделю следующее:  -Боевые сцены. На высоте. Любители исторических боевиков будут в восторге. Возможно в некоторых сценах перегнули со зрелищностью, но сильно это в глаза не бросается, а скорее при последующих просмотрах.  -Атмосферность. Музыка и сама картинка. Буквально окунаешься в это суровое время, когда за каждое слово, а то и взгляд человек отвечал своей жизнью.  - Актёрская игра, подбор актёров. Здесь особо без комментариев, каждый актёр на своём месте.  Минусы стали видны уже при втором просмотре. Вот некоторые из них  - Характер главного героя очень не типичен для характера героя исторического боевика, всё таки ожидаешь увидеть более волевого человека.   - Не раскрыли основную мотивацию принятия православия. Это историческое событие предстаёт перед нами как личный выбор Владимира...  У большинства рецензентов были вопросы по поводу историчности. Скажу своё мнение с позиции человека, любящего историю, но не являющегося в этой стезе педантом или заучкой: при просмотре у меня абсолютно ни каких вопросов не возникло. Всё смотрится органично и абсолютно не режет глаз.  Беря во внимание что это по сути беспрецедентный фильм для нашей киноиндустрии, моя оценка:  10 из 10	Должен увидеть что бы поверить..	2
313	good	2017-01-05 18:22:00	Викинг	57	8	Каких тока гневных рецензий не читал. Как флегматик, наверно не пошел бы, если б меня хорошая знакомая (холерик) не вытянула.  Годный фильм! Людей полный зал. Думаю, желание оплевать картину - чисто от желания попиарится. Ну, в топах соц. сетей и порталов полно истериков, а тут фильм популярный, толпы идут. Скажешь - хороший - ничем не выделишься. А вот если оплевать - то запомнят - 'А Имярек считает фильм фигнёй!'. Надо же продемонстрировать оригинальность амёбы.  Грязные, грубые и коварные русские? Хосподя, да они в 90-е были такие же. Главгерой насилует недавнюю невесту? Да тогда обычное дело при взятии города, обнаглевшая сука допрыгалась, дружина ждёт - товарищи не поймут. А потенциальная невеста и повела себя как на всю голову отмороженная - спровоцировав штурм города. Хотя тут, наверно, преувеличение - бабы тогда едва ли решались так наглеть.  Думаю, тогдашние зверства в войнах ещё сильно смягчены. Народ ходит не такой уж и грязный, а с учётом преобладания батальных сцен - так вполне в норме. Ну 'Викинг' тоже понятное название по контексту - пришёл с наёмниками, чужак, вынужден был искать что сделать, чтобы была явная польза и заслуженное признание. Ситуация вполне реальная, как там исторически было - мыслей мы не знаем. Да это и не историческое исследование.  Христианство - безусловно было огромной пользой. Вот сейчас в Киеве христианства нет - так капище с горящими покрышками заметно худшей альтернативой оказалось. И вот контраст того и этого - Ирины с его женой, священников с шаманами и т.п. - показывают, из чего был выбор. От тогдашних многовековых 90-х к вменяемой вертикали власти и хорошей религии. Отличные съёмки и батальные сцены. Годный фильм.   8 из 10	Фильм «Викинг» — годный	15
314	good	2017-01-06 19:22:00	Викинг	47	7	Почему этот фильм стоит посмотреть? Потому что это масштабное отечественное кино с огромным бюджетом, создававшееся целых 7 лет! Это событие в российском кино, которое само по себе привлекает людей хоть немного интересующихся киноиндустрией, даже наш президент посмотрел его в числе первых!   Что в фильме понравилось.   Масштабные и при этом детально воссозданные декорации точно имитируют города, жилища, интерьеры времён средневековья. Чего стоят костюмы актёров,  состариванием которых люди занимались специально для съёмок! Оружие, мечи, копья, щиты и прочая средневековая атрибутика выглядит в кадре очень реалистично. Все это в целом как будто погружает зрителя во времена средневековья. Зритель легко переносится во времена суровых нравов и обычаев, воспринимает все происходящее взаправду - это одновременно отрезвляет и питает интерес к происходящему. Интерес связан ещё и с тем, что картина основана на реальных событиях знаменательного периода в истории нашего государства. У меня лично такие истории, возрожденные и показанные так красочно сами по себе вызывают неподдельный интерес. Ещё фильм понравился красочностью и эпичностью боевых сцен, иногда присутствует и зрелищная масштабность сражений. Пожалуй, это все положительные моменты, из за которых фильм мне понравился.   Ну и конечно, стоит отметить так же отрицательные моменты.   В фильме присутствует некая отстранённость от зрителя - периодически возникающий закадровый голос, комментирующий от лица Свинельда происходящее на экране. Без этих комментариев зрителю будут понятны не все сюжетные действия - такова манера изложения событий, выбранная режиссёром, и эта манера мне лично не по душе.   Есть ещё и некая склочность сюжета, не всегда понятная логика событий (не всегда появляется упомянутый закадровый голос), их последовательность.  Отсутствует восприятие течения времени в фильме, что я считаю важным в исторической картине - из за этого теряется нить событий, их причинно следственная связь, а наоборот, появляется некая недосказанность, непонимание и, как следствие, ещё большая отстраненность зрителя от происходящего. Это мешает погружению в гущу событий и выводит зрителя в стороннего наблюдателя, который порой просто не понимает что и почему происходит на экране.   В картине, на мой взгляд,  абсолютно не передана драма главных героев, не ясны мотивы и предпосылки тех или иных действий - все представлено как набор неких происшествий, не всегда положительных, а зачастую, и просто омерзительных поступков (показаны деяния князя Владимира, которые, согласно повести временных лет, имели место быть), не связанных друг с другом. Абсолютно не передана внутренняя борьба главных героев, их метания и стенания. Ведь именно благодаря своей внутренней борьбе, по задумке авторов картины, великий правитель Руси - князь Владимир принял такое историческое знаменательное решение в масштабах целого  государства - обращению своего народа в христианскую веру. И эта главная тема, главная борьба не показана зрителю, исповедь Владимира в конце фильма не в счет, т.к. предшествующую ей духовную борьбу зритель так и не увидел. Были и ещё попытки показать мгновения внутренней борьбы, но эти попытки оказались провальными...   Ещё, считаю с выбором на роль главного героя Данилы Козловского режиссёр малость переборщил. Ну не тянет этот актёр, как бы превосходно он не выполнял свою работу, на роль великого правителя, способного повести за собой тысячные войска для покорения городов, человека сильного, мужественного и отважного, первым сражающегося в любом бою - харизма у него неподходящая для такой роли! Не его это типаж, и все тут, хотя смотреть от этого было даже забавно. Здесь необходимо все же отметить, что князь Владимир обладал не только перечисленными благородными качествами, но он обладал ещё рядом качеств, не характерных для князя - хитрость, коварство, жестокость. И непонятно как все это должно было уместиться в одном человеке. Соответственно, и задача в подборе актера на эту роль была не из легких - но никто и не обещал что экранизировать эту далеко неоднозначную страницу истории с ее неординарными персонажами будет легко!   И, наконец, совсем не понятно почему же фильм назван именно 'Викинг'? В чем именно был глубокий посыл?  Может быть, тот факт что Владимир бежал к викингам и стал просить у них помощи в походе на своего брата Ярополка? Но от этого же сам Владимир не становится викингом!? Или, по задумке авторов, он успел перенять у них все те качества, которые позволили ему совершить все то, что он в конечном итоге совершил? Или, может быть, имелись ввиду только отрицательные, порой низкие и мерзкие его поступки? Не ясно...   Мое резюме будет таким: 'Викинг' - это масштабное отечественное кино с очень зрелищной подачей, достаточным количеством средневекового экшена, но, к сожалению, с до конца нереализованной задумкой, но с животрепещущей историей, позитивную и красивую интерпретацию которой стоит увидеть своими глазами.  7 из 10	Красивый исторический экшн	8
315	good	2017-01-06 00:50:00	Викинг	50	10	Посмотрел сегодня. Могу признать, что я в восхищении, хотя и не отношу себя к фанатам творчества команды фильма.   Показана важная веха в истории страны, если вообще не определяющая. Показана без геройских выходок и соплей (что обычно присуще фильмам с похожими названиями).   Очень ярко продемонстрирован путь к православию. Я хоть и отношу себя к не шибко верующим, не могу не признать, что никогда даже не задумывался, какой ценой и усилиями мои предки пришли к этому. Язычество, зло, недоверие, братоубийство... Было такое время, когда людям необходима была вера.  К актёрской игре и качеству съёмок вопросов нет вообще. Диалоги местами можно было бы и получше сделать (слов временами не хватало).  Ещё раз повторю,  я приятно удивлён общей концепцией и атмосферой фильма. Есть о чём поразмыслить, а это всегда дорого стоит.  Иногда тебе действительно нужно увидеть, чтобы поверить.  10 из 10	Раб божий и больше ничей...	10
316	good	2017-02-07 11:37:00	Викинг	61	0	А мне фильм «Викинг» режиссёра Андрея Кравчука очень понравился. И я рада, что я не послушалась злых отзывов об этом фильме и всё-таки сходила его посмотреть. Хотя, когда я решала, пойти на этот фильм или нет, эти злые отзывы, которые я прочла в Интернете, сначала меня остановили. Но потом положительное мнение об этом фильме очень авторитетного для меня знакомого человека заставило меня всё-таки пойти и посмотреть этот фильм.  Данный фильм показывает очень важную – внутреннюю жизнь души князя Владимира. Владимир был самым младшим братом и только начинал «играть» по действующим тогда правилам. И душа его, ещё не успев окаменеть и привыкнуть к таким правилам, сопротивлялась, чувствовала ошибочность такого пути и отвращение к этому. Это прекрасно сыграл, показал в своей роли Данила Козловский. Также в фильме ясно представлены образы, которые возникали в сознании Владимира, при участии его в первой кровавой схватке (пронзание копьём тела живого человека). Любая нормальная, ещё живая душа будет чувствовать подобное в таких обстоятельствах. Фильм как раз ясно и отчётливо говорит о ненормальности и ошибочности жестокого и аморального поведения.   Также мне очень понравился образ Ирины-христианки, прекрасно созданный Светланой Ходченковой. Было видно, что Ирина по-христиански очень серьёзно и внимательно относится к каждому своему слову. В одном из отрицательных отзывов я прочитала, что тем, что Ирина одета в фильме по-другому, чем славянки, авторы фильма показывают её превосходство над славянками. Но возражая на данный отзыв, я могу сказать: «Лучше изучайте историю». Ведь Ирина – монахиня, насильно выданная замуж за Ярополка его отцом Святославом. Поэтому она и покрывает голову. И вышивка на её одежде (мне запомнилась вышивка на её бардовом наряде при прощании с князем Владимиром) носит чисто христианский символизм. Она ведь христианка из Греции. Да и образована она больше многих её нынешних соплеменниц-славянок. А то, что ведёт она себя иначе, чем славянки, продиктовано её христианской душой, она дышит верой.   Ещё в одном из отзывов я прочитала, что окружающая обстановка на Руси нарочито изображена мрачной, тёмной, лишённой цвета и света по сравнению с кадрами о Корсуни, где и цвета, и света достаточно. Я же БОЛЬШОГО контраста здесь не заметила. Хотя разница здесь и так должна быть, т. к. данные территории находятся на разной широте, что и определяет разный температурный режим, разный световой день данных территорий и, соответственно, разную природу. Однако, думаю, дело тут не только в этом. Думаю, что эта небольшая разница в цвете и свете двух описываемых территорий – это ещё и такой художественный приём создателей фильма. Ведь человеческие жертвоприношения, многожёнство и т.п. – разве не духовная тьма? Ведь это же действительно было. Факты истории известны. Многие общепринятые ценности, кажущиеся сейчас нам сами собой разумеющимися в современном мире, принесло именно христианство. Но было время, когда этого не было…   Также в одном из отрицательных отзывов я прочитала, что создатели фильма, якобы нарочито так построили сюжет, что жребий в выборе жертв для человеческого жертвоприношения пал как раз «якобы случайно» именно на христиан – отца и сына – Феодора и Иоанна. Однако и это реальный факт из истории. Известно, что это были первые христианские мученики на Руси (отец и сын), которых язычники принесли в жертву.  Хочу выразить благодарность создателям этого фильма (в том числе и актёрам). Безликие исторические факты ожили и ярко запечатлелись в памяти. К созданию внешней обстановки и одежды героев создатели фильма также подошли серьёзно и добросовестно. Данный фильм с конструктивным, позитивным смыслом и оставляет весьма положительный след в душе. Меня этот фильм укрепил в вере, показал пример людей, для которых их вера определяла всё их мировоззрение и поведение, их вера была живой. Хочется и в наши дни видеть такую цельность. К таким выводам я пришла, посмотрев фильм. А когда позже ещё и увидела фильм о фильме «Викинг» (Увидеть, чтобы поверить) по Первому каналу и услышала от К. Эрнста, А. Кравчука, актёров и других участников-создателях этой кинокартины о том, что этот фильм «о любви, вере и невозможности жить так, как ты не хочешь», то поняла, что авторы ЭТО и стремились сказать через свою картину и им это удалось – именно так и отозвался этот фильм в моём сердце. А многие отрицательные отзывы иначе, как засильем неоязыческих идей в современном нашем обществе, я объяснить не могу.	Фильм 'Викинг' - качественный, с конструктивным, позитивным смыслом и оставляет весьма положительный след в душе	17
317	good	2017-04-30 00:52:00	Викинг	45	0	Смотрела этот фильм довольно-таки давно, то есть в январе. Но эмоции - будто вчера.   И столько негативных неоправданных отзывов на Кинопоиске пугают меня.   Если кто-то из вас думает, что древняя Русь, языческая Русь - это женщины с с хлебами и в чистых платьях, я вас огорчу.  'Игорь отправился в поход на неких германцев, был захвачен ими в плен, привязан к верхушкам деревьев и разорван надвое', на что Ольга, желая отомстить, истребляла города. Это вам хлеба и хороводы? А те, кто осуждают режиссера в неправдоподобности и снижении образа русского быта, мол, показал его слишком бедно и дико - съездите в деревни русской глубинки, про которую писали Пушкин, Блок, Есенин, Бродский... вы, уважаемые, Руси-то не знаете!  По моему мнению, режиссер прекрасно показал нравы того времени. В фильме присутствует не только жестокость, но и любовь, следование нравственным ценностям. Есть психологизм и много интересных символов, деталей, помогающих проследить главную идею.  Отсутствие полной достоверности с историческими фактами о крещение Руси не должно пугать зрителя. Во-первых, кто же знает наверняка, что там было более тысячу лет назад? Во-вторых, режиссер, как мне кажется, имеет полное право не следовать историческим фактам вообще, если это нужно для его идеи. А вы, дорогие, уж понимайте, как хотите. Пришли вы смотреть историческое кино или художественное.   А про спецэффекты, актеров и музыку даже и говорить что-то негативное совестно. На фильм стоит уже идти только ради этого чуда. От некоторых сцен мурашки по коже.  Фильм имеет глубокий смысл и АКТУАЛЕН на сегодняшний день. Жаль, конечно, что обыватели не видят этого. И в названии 'Викинг' уже есть намек на авторскую задумку.  Если вы ожидаете от фильма, что это будет милая история про чудную древнюю Русь, с песнями, свадьбами и любовью, а иногда кровавыми битвами, наполненными спецэффектами, где главное лицо всегда выходит героем - не советую вам смотреть это КИНО.   'Викинг' Кравчука - это КАРТИНА, правдивая КАРТИНА, которую следует рассматривать как целостное произведение, а не просто следить за сюжетом.	А вы подумайте.	6
318	good	2016-12-30 19:39:00	Викинг	50	0	Не понял я, отчего такая плохая пресса у этого фильма 'Викинг'. По мне - так это один из самых мощных фильмов за последние несколько лет.  Конечно, он вторичен, но вторичность по отношению к 'Легенде о Тиле' - это ведь комплимент, а не указание на недостатки.   Конечно, так полно недостатков и в фабуле (сценарий очень хорош на уровне отдельных сцен, но не вся фабула понятна, особенно в версии 12+), и в монтаже, но общая мощь фильма подавляет.  Операторская работа - отменна, художник меня вообще потряс - мне бы такое и в голову не пришло (хотя с исторической топографией (соотношение степи, лесостепи и лесов) там явно какие-то проблемы).  Мой старший сын фильм оценил высоко, но сразу подчеркнул, что это не исторический фильм, а он ожидал исторического. Конечно, по жанру это не историческое кино, это гораздо ближе к мощному фэнтези вроде Властелина колец или историческим блокбастерам, в принципе не имеющим никакого отношения к настоящей истории.  Поэтому упрекать фильм в анахроничности это так же странно как упрекать в анахронизмах ту же Легенду о Тиле.  Упреки критиков в клерикализме (Привет, Пелевин!) явно не катят. На само деле даже ходульное крещение Киева в финале происходит лишь в воображении Владимира, переживающего катрасис.  Рубилово и мочилово дети оценили высоко, а их мнение более значимо, чем мое.  В общем, это очень мощное, очень интересное кино. Я не пожалел, что посмотрел и не то, чтобы не заснул (как со мной часто в последнее время бывает в кино), а весь (довольно длинный) фильм смотрел с напряженным интересом.   Если вы понимаете ценность фильмов Алова и Наумова - сходите.  		9
319	good	2017-01-01 16:16:00	Викинг	47	7	Именно под таким лозунгом прошел просмотр, нового российского блокбастера.  Такие сериалы как 'Викинги' и 'Игра престолов' оказывают большое влияние на киноиндустрию, поэтому многие кинокартины, пытаются откусить кусок от этого большого и жирного пирога. В этот раз очередь дошла и до российского кинопрома. Формула: Насилие+Кровь+Обнаженка замечательно работает и в фильме 'Викинг'. Но обо всем по порядку:  +  -мне безусловно понравилась подача российской истории, на это интересно смотреть, анализировать и сопоставлять исторические факты и происходящие на экране.  -замечательная постановка экшен сцен  -отличное музыкальное сопровождение  -Александра Бортич, хорошо подобранная актриса на свою роль, определенно приковывающая зрителя к экрану, каждым своим появлением  -  -Данила Козловский, очередной шаблонный образ, кочующий с этим актером из одной картины в другую  -затянутость драматических сцен  Итог: Визуально узнается влияние западных сериалов, но именно такие фильмы интересно смотреть зрителю в наше время, фильм вышел в удачное время, на пике популярности 'Игры престолов', поэтому многим понравится и стилизованный под западный сериал, российский блокбастер о истории России. Хороший фильм для зимнего уикенда.   7 из 10	Фильм, который вышел в нужное время	7
320	good	2016-12-30 09:05:00	Викинг	52	10	Год кино выдался не таким уж и плохим, как может показаться. Были вполне достойные фильмы, которые вселяли надежду на светлое будущее. Но была и громадная куча шлака, которая подгребала под собой хорошее впечатление от стоящих фильмов, и заранее настраивала на ожидание худшего от всего, что только ещё планировалось в прокате.  Я всегда считала, что если ты во время просмотра не придираешься к тому, к чему может быть и стоило придраться, значит фильм интересный и тебе просто некогда, да и не хочется выискивать в нем недостатки. Значит фильм удался.   В первую очередь надо отметить, что это не слащавая голливудское представление о одном очень хорошем герое, честном, отважном, во всех аспектах прекрасном, за которого весь фильм переживаешь и думаешь - роза среди сорняков. Нет, это история о человеке, в котором есть все - и хорошее, и плохое. Именно это понравилось мне в первую очередь. Неоднозначность героев. Нет деления не белое и черное. Каждый представлен реальным человеком с достоинствами и недостатками, с понятными поступками и не очень. Может быть именно это придает фильму живости и реалистичности, именно поэтому все персонажи живые. И поэтому же поводу два минуса (но, как я уже сказала, это придирки постфактум, и никак не влияют на мое общее впечатление от фильма). Первый минус (как бы это ни было странно) - неоднозначность персонажей. С одной стороны именно это и нравится в фильме, а с  другой - ты не знаешь, кому сопереживать. Не знаешь, кого сделать главным гадом. У каждого своя правда. И в какой-то момент ты согласен с одним персонажем, в другой - с другим. И от этого фильм начинает казаться немного затянутым. Начинаешь уставать от своих меняющихся эмоций. И второй минус - характеры героев почти не раскрыты, мы ничего о них не знаем, поэтому зачастую многие поступки кажутся непонятными, а мотивы неизвестными, и в итоге ты не знаешь, на чьей стороне все же правда, кто заслужил происходящего с ним, а кто нет. Остается некоторая недосказанность.  Актерский состав не подкачал. Ну разве что женские роли мне не понравились. Почему-то смотрелись неубедительно, женщинам в этом фильм я однозначно не верила. Хотя на роль княгини Ирины лучше Ходченковой и не придумаешь. Внешне она подходит идеально. Но почему-то здесь я ей не верила, словно она и не особо старалась.  Козловский справился с ролью на все 100, он был более чем убедителен, ему верилось от и до, да и остальные мужские персонажи не подкачали. Я почти никого не узнала, и видела не актеров российского кино, а воинов, викингов, князей. Все это впечатление усилилось прекрасными декорациями, достаточно реалистичными, и впечатляющими. Они позволили мне погрузиться в атмосферу фильма, и забыть, что я сижу в кинотеатре.  Да, может быть, в этом фильме есть определенные недостатки, но у какого фильма их сейчас нет. В этом фильме для меня достоинств получилось гораздо больше, чем недостатков, и общее впечатление осталось очень хорошим. Наверное, впервые за долго время я выходила из кинотеатра с хорошим настроением и мне не хотелось плеваться. Я бы поставила фильму 8, но предчувствую, что найдутся те, кто во всем найдут кучу минусов и не заметят ни одного плюса. поэтому ставлю 10, чтобы хоть как-то защитить то малое стоящее, что у нас пока ещё появляется.  10 из 10	И все-таки умеют, когда захотят	10
321	good	2017-01-02 21:04:00	Викинг	49	8	Пишу отзыв, спустя 2 часа после просмотра фильма. Если честно, то когда видела трейлер в кинотеатре, не зацепилась. Но всё-же решили пойти, полюбоваться на Данилу Козловского.   Очереди в кинотеатре впечатлили. Картина тоже. Очень достойный российский фильм, снято масштабно, красиво. Великолепная игра всех актеров. Мне не было скучно ни секунды, фильм погружает в атмосферу средневековья. Очень ярко показана языческая Русь, думаю, что достоверно.  Да, кино не стоит воспринимать, как достоверно-историческое. По историческим мотивам, да. Но это не документальное кино, это экшн. Зрелищно, эффеектно, но немного затянуты сцены битв, как по мне.   Все актеры подобраны шикарно. Светлана Хотченкова, как всегда прекрасна, а вот исполнительница роли Рогнеды, как-то слабенько играет. Не верю я ей. Мужские роли все на высоте.  И снова к сценарию: думаю, что недостоверность и несовпадение с историей сделаны специально на потребу зрителю, как и его название.   И вот, то что реально не понравилось. ПОЧЕМУ 'ВИКИНГ'?! Думаю, для того, чтобы народ попер на название, ведь в трейлерах не особо понятно, о чём фильм: так, эпичное месиво. Удачнее было-бы что-то типа 'Владимир', 'Варяг' 'Князь' и тд.   Картина очень полезная и нужная: высокая мораль, (становление Владимира из дикого варвара в человека), историческая тема (лично мне захотелось почитать учебники и освежить в памяти этот период), зрелищность и тд.  Я смотрела версию 12+, но думаю ценз можно было-бы и поднять. Достаточно жестокие сцены.  В общем, думаю, что это лучший российский фильм за последние года три точно.  8 из 10	Владимир.	8
322	good	2017-04-26 11:28:00	Викинг	46	0	Наконец-то я дождался такого фильма - актеры, декорации, костюмы, грим и прочее выше всех похвал! Игра актеров настолько передает характер и эмоции героев, что от экрана не оторваться. Особо передан и чувствуется дух той эпохи. Можно, конечно, не соглашаться с представленной исторической трактовкой сюжета, но просмотр вызывает сильные переживания и эмоции и, что самое главное - желание пересмотреть фильм ещё раз, а ещё ознакомиться с историей тех времен более подробно.   Немного сцена исповеди подкачала - слишком упростили и много слез... Максим Суханов (Свенельд) и Игорь Петренко (Варяжко) просто бесподобны. Сцена гибели Федора вызвала кучу эмоций - Епифанцева в гриме не узнать, но это даже хорошо, а вот Данила Козловский роль Владимира, по моему мнению, не потянул - не его эта роль. Слишком мягок, слишком не уверенный, а покаяния хоть отбавляй... типа ещё не святой, но уже и не бандит.  Ещё присутствует некая прерывистость сюжета, часто отсутствует переход между сценами и не понятно в чем дело - то ли монтаж не очень, то ли ещё что. А вообще, если честно, то перед просмотром хорошо бы почитать о тех временах, много будет более понятно и более интересно смотреть.	Отличная работа!	6
